Id;Entity type;Created by;Created date;Last changed by;Last changed;Dataset;Show in dataset;Status;Name;Alternative name;Other name;Not recommended name;Disambiguation;Description;Technical description;Sequence number;Code;History;Part of collection;Building type;Time;Measurement;Activity;Heritage designation;Has part;Is part of;Was part of at time;Had part at time;Events;Same As;Same As (URL);Same as (internal);See also;Owned by;Replaced by;Replaces;Note;Free Note;Internal note;Topic;Semantic Note;Reference;Web reference;Alternative id;Editorial note;History note;Change note;Place holder;Source URI;Source URL;License;Attribution;Attribution URL
12994cfe-574a-494e-bdce-3cb62e6b589c;Building;dd5fb8ca-f314-4dbe-ae24-12a23bf57195;26/10/2016 14:49:08;6c9f4972-d510-4e68-a525-18e8a3ff27f0;08/04/2019 13:39:47;"Skansens byggnader (Skansen) [sv]";;"Published";"Bod nr 11, Marknadsgatan, Skansen [sv]";;;;;;;;;;;"Museal byggnad [sv]";;;;;;"Marknadsgatan, Skansen (Museal byggnadsmiljö) [sv]";;;;;;;;;;;;;;;;;;"Skansen Primus ObjektId: 67266|Skansen Primus Identifikationsnummer: SKABYG.0080911";;;;"No";;;"Public Domain Dedication (CC0)";;
ca515c07-a461-4bc4-b3b5-901bb6c306d4;Building;dd5fb8ca-f314-4dbe-ae24-12a23bf57195;26/10/2016 14:49:08;6c9f4972-d510-4e68-a525-18e8a3ff27f0;08/04/2019 13:40:34;"Skansens byggnader (Skansen) [sv]";;"Published";"Bod nr 12, Marknadsgatan, Skansen [sv]";;;;;;;;;;;"Museal byggnad [sv]";;;;;;"Marknadsgatan, Skansen (Museal byggnadsmiljö) [sv]";;;;;;;;;;;;;;;;;;"Skansen Primus ObjektId: 67267|Skansen Primus Identifikationsnummer: SKABYG.0080912";;;;"No";;;"Public Domain Dedication (CC0)";;
a5e5030a-8253-43c0-9869-db18609ecdd1;Building;dd5fb8ca-f314-4dbe-ae24-12a23bf57195;26/10/2016 14:49:08;6c9f4972-d510-4e68-a525-18e8a3ff27f0;08/04/2019 13:41:16;"Skansens byggnader (Skansen) [sv]";;"Published";"Bod nr 13, Marknadsgatan, Skansen [sv]";;;;;;;;;;;"Museal byggnad [sv]";;;;;;"Marknadsgatan, Skansen (Museal byggnadsmiljö) [sv]";;;;;;;;;;;;;;;;;;"Skansen Primus ObjektId: 67268|Skansen Primus Identifikationsnummer: SKABYG.0080913";;;;"No";;;"Public Domain Dedication (CC0)";;
5f8c5039-5cca-4d05-8558-2596b15df3e3;Building;dd5fb8ca-f314-4dbe-ae24-12a23bf57195;26/10/2016 14:49:09;6c9f4972-d510-4e68-a525-18e8a3ff27f0;08/04/2019 13:42:47;"Skansens byggnader (Skansen) [sv]";;"Published";"Bod nr 14, Nya Krogen, Marknadsgatan, Skansen [sv]";;;;;;;;;;;"Museal byggnad [sv]";;;;;;"Marknadsgatan, Skansen (Museal byggnadsmiljö) [sv]";;;;;;;;;;;;;;;;;;"Skansen Primus ObjektId: 67269|Skansen Primus Identifikationsnummer: SKABYG.0080914";;;;"No";;;"Public Domain Dedication (CC0)";;
4b5babb0-1be3-488e-9801-5bd03480a0f9;Building;dd5fb8ca-f314-4dbe-ae24-12a23bf57195;26/10/2016 14:49:09;6c9f4972-d510-4e68-a525-18e8a3ff27f0;08/04/2019 13:43:24;"Skansens byggnader (Skansen) [sv]";;"Published";"Bod nr 15, Kylen, Marknadsgatan, Skansen [sv]";;;;;;;;;;;"Museal byggnad [sv]";;;;;;"Marknadsgatan, Skansen (Museal byggnadsmiljö) [sv]";;;;;;;;;;;;;;;;;;"Skansen Primus ObjektId: 67527|Skansen Primus Identifikationsnummer: SKABYG.0080915";;;;"No";;;"Public Domain Dedication (CC0)";;
23ceed7b-0a11-4b46-8c01-e15a072f13bc;Building;dd5fb8ca-f314-4dbe-ae24-12a23bf57195;26/10/2016 14:49:09;6c9f4972-d510-4e68-a525-18e8a3ff27f0;08/04/2019 13:43:57;"Skansens byggnader (Skansen) [sv]";;"Published";"Bod nr 2, Marknadsgatan, Skansen [sv]";;;;;;;;;;;"Museal byggnad [sv]";;;;;;"Marknadsgatan, Skansen (Museal byggnadsmiljö) [sv]";;;;;;;;;;;;;;;;;;"Skansen Primus ObjektId: 67257|Skansen Primus Identifikationsnummer: SKABYG.0080902";;;;"No";;;"Public Domain Dedication (CC0)";;
4079d26a-3c64-47d8-acfa-f92388c64832;Building;dd5fb8ca-f314-4dbe-ae24-12a23bf57195;26/10/2016 14:49:09;6c9f4972-d510-4e68-a525-18e8a3ff27f0;08/04/2019 13:44:54;"Skansens byggnader (Skansen) [sv]";;"Published";"Bod nr 3, Marknadsgatan, Skansen [sv]";;;;;;;;;;;"Museal byggnad [sv]";;;;;;"Marknadsgatan, Skansen (Museal byggnadsmiljö) [sv]";;;;;;;;;;;;;;;;;;"Skansen Primus ObjektId: 67258|Skansen Primus Identifikationsnummer: SKABYG.0080903";;;;"No";;;"Public Domain Dedication (CC0)";;
faf15f24-5eeb-47cf-b81b-ea5998b80fa9;Building;dd5fb8ca-f314-4dbe-ae24-12a23bf57195;26/10/2016 14:49:09;6c9f4972-d510-4e68-a525-18e8a3ff27f0;08/04/2019 13:45:26;"Skansens byggnader (Skansen) [sv]";;"Published";"Bod nr 4, Våffelbruket, Marknadsgatan, Skansen [sv]";;;;;;;;;;;"Museal byggnad [sv]";;;;;;"Marknadsgatan, Skansen (Museal byggnadsmiljö) [sv]";;;;;;;;;;;;;;;;;;"Skansen Primus ObjektId: 67259|Skansen Primus Identifikationsnummer: SKABYG.0080904";;;;"No";;;"Public Domain Dedication (CC0)";;
c7c9e781-daac-4737-91d1-02ffcfcd20e3;Building;dd5fb8ca-f314-4dbe-ae24-12a23bf57195;26/10/2016 14:49:09;6c9f4972-d510-4e68-a525-18e8a3ff27f0;08/04/2019 13:46:00;"Skansens byggnader (Skansen) [sv]";;"Published";"Bod nr 5, Gamla Krogen, Marknadsgatan, Skansen [sv]";;;;;;;;;;;"Museal byggnad [sv]";;;;;;"Marknadsgatan, Skansen (Museal byggnadsmiljö) [sv]";;;;;;;;;;;;;;;;;;"Skansen Primus ObjektId: 67260|Skansen Primus Identifikationsnummer: SKABYG.0080905";;;;"No";;;"Public Domain Dedication (CC0)";;
b3efc96f-5e43-4e6e-a0bc-cb92c706a311;Building;dd5fb8ca-f314-4dbe-ae24-12a23bf57195;26/10/2016 14:49:09;6c9f4972-d510-4e68-a525-18e8a3ff27f0;08/04/2019 13:46:41;"Skansens byggnader (Skansen) [sv]";;"Published";"Bod nr 6, Marknadsgatan, Skansen [sv]";;;;;;;;;;;"Museal byggnad [sv]";;;;;;"Marknadsgatan, Skansen (Museal byggnadsmiljö) [sv]";;;;;;;;;;;;;;;;;;"Skansen Primus ObjektId: 67261|Skansen Primus Identifikationsnummer: SKABYG.0080906";;;;"No";;;"Public Domain Dedication (CC0)";;
